Path_Type,Stake_Percent,Test_Run,Result,Finalization_Time,Round_Count
fast,80,43,SUCCESS,1,1
fast,80,44,SUCCESS,1,1
fast,80,45,SUCCESS,1,1
fast,80,46,SUCCESS,1,1
fast,80,47,SUCCESS,1,1
fast,80,48,SUCCESS,1,1
fast,80,49,SUCCESS,1,1
fast,80,50,SUCCESS,1,1
fast,80,51,SUCCESS,1,1
fast,80,52,SUCCESS,1,1
fast,80,53,SUCCESS,1,1
fast,80,54,SUCCESS,1,1
fast,80,55,SUCCESS,1,1
fast,80,56,SUCCESS,1,1
fast,80,57,SUCCESS,1,1
fast,80,58,SUCCESS,1,1
fast,80,59,SUCCESS,1,1
fast,80,60,SUCCESS,1,1
fast,80,61,SUCCESS,1,1
fast,80,62,SUCCESS,1,1
fast,80,63,SUCCESS,1,1
fast,80,64,SUCCESS,1,1
fast,80,65,SUCCESS,1,1
fast,80,66,SUCCESS,1,1
fast,80,67,SUCCESS,1,1
fast,80,68,SUCCESS,1,1
fast,80,69,SUCCESS,1,1
fast,80,70,SUCCESS,1,1
fast,80,71,SUCCESS,1,1
fast,80,72,SUCCESS,1,1
fast,80,73,SUCCESS,1,1
fast,80,74,SUCCESS,1,1
fast,80,75,SUCCESS,1,1
fast,80,76,SUCCESS,1,1
fast,80,77,SUCCESS,1,1
fast,80,78,SUCCESS,1,1
fast,80,79,SUCCESS,1,1
fast,80,80,SUCCESS,1,1
fast,80,81,SUCCESS,1,1
fast,80,82,SUCCESS,1,1
fast,80,83,SUCCESS,1,1
fast,80,84,SUCCESS,1,1
